Rk,Player,Debut,Age,Yrs,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,ID,Height,Weight,Wingspan,Standing Reach,Hand Length,Hand Width,Standing Vertical,Vertical Leap,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT
42,Nathan Knight,Dec 23 '20 ATL @ CHI,23,3,837,128,269,18,68,127,172,81,213,43,26,24,54,105,401,knighna01,80,235,86,109.5,9,9.5,23,31.5,11.56,2.96,3.31,NA,107.50%,85.5,132.5,141
74,Nick Richards,Dec 30 '20 CHO @ DAL,23,6,4982,771,1226,3,8,454,617,547,1626,165,67,240,271,578,1999,richani01,82.5,241.6,86.25,110,9,9,30,34,11.42,2.92,3.25,NA,104.50%,81,140,144
73,Paul Reed,Jan 4 '21 PHI vs. CHO,21,6,3748,652,1176,42,131,169,247,489,1187,256,230,212,197,543,1515,reedpa01,80.5,219.2,86,109.5,9,8.8,26.5,37.5,12.29,2.67,3.45,NA,106.80%,78.8,136,147
67,Reggie Perry,Dec 22 '20 BRK vs. GSW,20,2,398,72,157,7,37,19,28,42,120,26,15,12,26,73,170,perryre01,80.25,249.6,84.25,106.5,9.25,11,30,33.5,11.26,2.57,3.25,NA,105.00%,101.8,136.5,140
94,Robert Woodard II,Dec 27 '20 SAC vs. PHO,21,2,87,10,36,2,10,5,10,9,27,5,1,4,2,7,27,woodaro01,77.5,230.2,86,105.5,9,10.8,32,38,11.1,2.49,3.18,NA,111.00%,96.8,137.5,143.5
55,Skylar Mays,Dec 23 '20 ATL @ CHI,23,4,1111,173,389,50,145,55,64,27,122,182,48,7,49,61,451,mayssk01,75,204,78,99,8,9.8,29,37.5,10.65,2.4,3.3,NA,104.00%,78,128,136.5
25,Trent Forrest,Jan 5 '21 UTA @ BRK,22,4,1758,167,376,12,65,72,87,50,231,281,57,15,104,107,418,forretr01,75.5,203,79.5,102.5,9,9.8,28,34.5,11.04,2.5,3.18,NA,105.30%,87.8,130.5,137
2,Ty-Shon Alexander,Dec 27 '20 PHO @ SAC,22,1,47,3,12,2,9,1,2,2,10,6,0,1,3,2,9,alexaty01,74,200.8,80,100,8.75,8.8,28,33,11.33,2.47,3.26,NA,108.10%,76.6,128,133
9,Tyler Bey,Jan 13 '21 DAL @ CHO,22,1,71,7,22,1,4,3,5,8,19,3,0,1,3,6,18,beyty01,78,212.8,85.25,105.5,8.5,9,37,43.5,11.35,2.75,3.17,NA,109.30%,76.5,142.5,149
83,Tyrell Terry,Dec 25 '20 DAL @ LAL,20,2,59,6,17,0,7,1,3,0,6,6,5,0,2,3,13,terryty01,73.5,170,73.75,96,7.5,8.3,30,34,10.78,2.59,3.28,NA,100.30%,61.9,126,130
5,Udoka Azubuike,Dec 23 '20 UTA @ POR,21,4,724,116,153,0,0,24,54,64,235,14,9,36,37,85,256,azubuud01,82,259.5,91.25,109,9.25,10,37,41,11.82,3.61,3.23,NA,111.30%,92.5,146,150
86,Xavier Tillman Sr.,Jan 3 '21 MEM vs. LAL,22,6,4283,601,1184,64,257,154,267,351,1003,322,219,128,176,378,1420,tillmxa01,79.5,266.5,86,106,10.25,11,26,32.5,11.8,3.01,3.49,NA,108.20%,112.8,132,138.5
60,Zeke Nnaji,Dec 28 '20 DEN vs. HOU,20,6,3507,455,899,112,319,195,288,258,674,121,94,136,123,408,1217,nnajize01,81.25,246.8,86,105.5,9,10.5,33,38,10.94,2.72,3.2,NA,105.80%,94.5,138.5,143.5
42,Aaron Henry,Oct 20 '21 PHI @ NOP,22,1,2.83,0.17,0.83,0.00,0.17,0.00,0.00,0.00,0.17,0.00,0.00,0.33,0.33,0.33,0.33,henryaa01,76.5,209.6,82.75,103.5,8.5,9.3,29,35,11.68,3.18,3.07,NA,108.20%,78.6,132.5,138.5
119,Aaron Wiggins,Nov 14 '21 OKC vs. BRK,23,5,20.48,3.40,6.88,1.13,2.92,0.91,1.16,0.90,3.21,1.41,0.71,0.27,0.92,1.44,8.84,wiggiaa01,76.5,190,81.75,103,8.75,8.5,29.5,36,11.2,3,3.04,NA,106.90%,74.4,132.5,139
90,Austin Reaves,Oct 22 '21 LAL vs. PHO,23,5,30.45,5.06,10.45,1.83,4.96,3.52,4.07,0.70,3.92,4.43,0.77,0.30,1.90,1.82,15.47,reaveau01,76.5,197.2,78.25,101,8,8.3,25,35,10.94,3.19,3.07,NA,102.30%,66,126,136
24,Ayo Dosunmu,Oct 20 '21 CHI @ DET,22,5,27.78,4.31,8.54,1.23,3.26,1.10,1.38,0.57,2.91,3.31,0.83,0.37,1.35,2.20,10.94,dosunay01,75.5,194.4,82.25,102,8.5,8.8,27,33.5,11.51,3.27,3.23,NA,108.90%,74.4,129,135.5
52,Carlik Jones,Dec 23 '21 DAL vs. MIL,24,2,6.58,0.58,2.00,0.25,0.58,0.58,0.83,0.17,0.67,0.92,0.25,0.00,0.42,0.17,2.00,jonesca03,72,173.6,77,97.5,8.25,9,31.5,36,10.96,3.23,3.16,NA,106.90%,74.3,129,133.5
8,Charles Bassey,Oct 20 '21 PHI @ NOP,21,5,11.15,1.88,3.00,0.03,0.11,0.50,0.78,1.58,4.29,0.82,0.38,0.85,0.76,1.66,4.28,bassech01,81.25,230.2,87,107.5,9,9.5,33,36,12.19,3.33,3.13,NA,107.10%,85.5,140.5,143.5
57,Corey Kispert,Oct 22 '21 WAS vs. IND,22,5,25.31,3.92,8.28,1.94,5.09,1.13,1.40,0.50,2.77,1.50,0.45,0.20,0.91,1.43,10.90,kispeco01,78,223.8,79,102,8.75,10,30,37.5,10.91,2.99,3.12,NA,101.30%,87.5,132,139.5
78,Daishen Nix,Nov 29 '21 HOU vs. OKC,19,4,12.51,1.18,3.32,0.54,1.86,0.44,0.75,0.26,1.39,1.83,0.52,0.07,1.22,0.84,3.34,nixda01,75,225.6,78.75,100,8.5,9,29.5,36.5,11.72,3.18,3,NA,105.00%,76.5,129.5,136.5
